architecture,audited_cells,authority_placement_tested,eligibility,extraction_timestamp,extraction_version,fact_equivalence_verified,policy_parity_tested,regression_cells,root_causes,scenario,source_artifact_digest,source_relative_path,source_row_event_identifier,strategy,treatment
A3 versus A2,54,True,fact-equivalent,2026-08-01T00:00:00Z,paper-evidence-v1,True,True,6,"{'authority-placement effect': 3, 'central outage': 3, 'no_regression': 48}",deterministic,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/reports/central-comparator-audit.json,central-audit,containment-first,fact-equivalent
